No,㎡単価,交通,価格,取引態様,取引状況,商号,坪単価,専有面積,建物名,所在地,所在階,沿線駅,物件番号,物件種目,用途地域,管理費,築年月,間取,電話番号
,157.9万円,徒歩　9分,"10,500万円",専任,申込あり,三井不動産リアルティ（株）三井のリハウス久が原センター,522.0万円,66.50㎡,サマリヤガーデン南青山,東京都港区南青山４丁目,2階,銀座線　表参道,100136666600,中古マンション,二中,"18,600円",1979年（昭和54年） 6月,3ＤＫ,03-5741-2831
,496.2万円,徒歩　3分,"42,000万円",一般,-,東京建物不動産販売（株）　白金高輪支店,"1,640.1万円",84.66㎡,白金ザ・スカイ　東棟,東京都港区白金１丁目,,南北線　白金高輪,100136319435,中古マンション,準工,"32,712円",2023年（令和 5年） 2月,3ＬＤＫ,03-5422-8380
,359.6万円,徒歩　10分,"31,800万円",専任,公開中,東京建物不動産販売（株）　白金高輪支店,"1,188.6万円",88.45㎡,ブリリア高輪レフィール,東京都港区高輪４丁目,,山手線　品川,100136519799,中古マンション,一中,"49,900円",2020年（令和 2年） 2月,3ＬＤＫ,03-5422-8380
,385.2万円,徒歩　10分,"34,070万円",専任,公開中,東京建物不動産販売（株）　白金高輪支店,"1,273.4万円",88.45㎡,ブリリア高輪レフィール,東京都港区高輪４丁目,,山手線　品川,100136809286,中古マンション,一中,"49,900円",2020年（令和 2年） 2月,3ＬＤＫ,03-5422-8380
,542.0万円,徒歩　3分,"43,800万円",売主,-,（株）ＰＨＯＥＮＩＸ,"1,791.6万円",80.82㎡,白金ザスカイ,東京都港区白金１丁目,38階,都営三田線　白金高輪,100135891215,中古マンション,一住,"31,228円",2023年（令和 5年） 2月,3ＬＤＫ,08048889295
,640.0万円,徒歩　5分,"47,500万円",専任,申込あり,三井不動産リアルティ（株）三井のリアルプラン麻布十番サロン,"2,115.4万円",74.23㎡,パークコート浜離宮ザタワー,東京都港区浜松町１丁目,30階,山手線　浜松町,100135736995,中古マンション,商業,"28,120円",2019年（平成31年） 2月,3ＬＤＫ,03-5545-3231
,212.7万円,徒歩　4分,"29,800万円",専属,公開中,旭（株）,703.1万円,140.13㎡,虎ノ門ガーデン,東京都港区虎ノ門３丁目,8階,日比谷線　虎ノ門ヒルズ,100137157700,中古マンション,二住,"30,300円",1982年（昭和57年） 3月,3ＬＤＫ,09084948568
,550.6万円,徒歩　4分,"53,000万円",専任,公開中,三井不動産リアルティ（株）三井のリアルプラン青山サロン,"1,820.0万円",96.27㎡,パークコート虎ノ門愛宕タワー,東京都港区虎ノ門３丁目,25階,日比谷線　神谷町,100131726869,中古マンション,商業,"38,510円",2008年（平成20年） 4月,3ＬＤＫ,03-3409-6131
,806.8万円,徒歩　7分,"70,000万円",一般,-,三井不動産リアルティ（株）三井のリアルプラン麻布十番サロン,"2,666.9万円",86.77㎡,三田ガーデンヒルズ　ウエストヒル,東京都港区三田１丁目,3階,南北線　麻布十番,100137156866,中古マンション,二住,"74,710円",2024年（令和 6年）12月,3ＬＤＫ,03-5545-3231
,697.7万円,徒歩　5分,"72,800万円",代理,-,（株）グローバルリンク,"2,306.3万円",104.35㎡,三田ガーデンヒルズ　ウエストヒル　ＡＤ,東京都港区三田１丁目,2階,大江戸線　麻布十番,100136941317,新築マンション,二住,"89,850円",2025年（令和 7年） 3月,3ＬＤＫ,080-4838-5858
,719.5万円,徒歩　5分,"58,800万円",一般,-,（株）グローバルリンク,"2,378.4万円",81.73㎡,三田ガーデンヒルズ　イーストヒル　ＡＤ,東京都港区三田１丁目,10階,大江戸線　麻布十番,100133645126,新築マンション,二住,"69,060円",2025年（令和 7年） 3月,3ＬＤＫ,03-5475-6871
,364.8万円,徒歩　3分,"28,500万円",一般,-,東急リバブル（株）　麻布センター,"1,205.8万円",78.14㎡,ロイヤルシーズン六本木,東京都港区六本木３丁目,5階,南北線　六本木一丁目,100137139634,中古マンション,商業,"35,950円",2025年（令和 7年） 5月,3ＬＤＫ,03-5765-6962
,723.8万円,徒歩　7分,"73,000万円",一般,-,（株）誠豊国際,"2,392.5万円",100.87㎡,三田ガーデンヒルズ　ＥＡＳＴ　ＨＩＬＬ,東京都港区三田１丁目,4階,大江戸線　麻布十番,100134689833,新築マンション,二住,"85,240円",2024年（令和 6年）12月,3ＬＤＫ,090-7025-2615
,715.8万円,徒歩　7分,"58,500万円",一般,-,（株）誠豊国際,"2,366.2万円",81.73㎡,三田ガーデンヒルズ　イーストヒル,東京都港区三田１丁目,8階,大江戸線　麻布十番,100135851126,新築マンション,二住,"69,060円",2024年（令和 6年）12月,3ＬＤＫ,090-7025-2615
,230.9万円,徒歩　7分,"19,800万円",専任,公開中,三井不動産リアルティ（株）三井のリアルプラン白金高輪サロン,763.2万円,85.77㎡,エルラフィナ白金,東京都港区白金３丁目,5階,南北線　白金高輪,100137149612,中古マンション,準工,"25,700円",2003年（平成15年）11月,3ＬＤＫ,03-5424-4131
,635.0万円,徒歩　7分,"54,000万円",一般,-,（株）誠豊国際,"2,099.2万円",85.04㎡,三田ガーデンヒルズイーストヒル,東京都港区三田１丁目,13階,大江戸線　麻布十番,100136053725,新築マンション,二住,"71,860円",2024年（令和 6年）12月,3ＬＤＫ,03-5990-5324
,377.0万円,徒歩　5分,"42,500万円",一般,-,（株）大京穴吹不動産　田町店,"1,246.2万円",112.74㎡,クラッシィハウス高輪,東京都港区高輪１丁目,3階,南北線　白金高輪,100137131886,中古マンション,一住,"42,020円",2007年（平成19年） 8月,3ＬＤＫ,03-5418-0261
,679.5万円,徒歩　3分,"126,000万円",一般,-,（株）セントグランデＷ,"2,246.2万円",185.44㎡,ＳＡＩＯＮＳＡＫＵＲＡＺＡＫＡ,東京都港区赤坂１丁目,11階,銀座線　溜池山王,100137120161,中古マンション,二住,"126,100円",2009年（平成21年）11月,4ＬＤＫ,080-3492-5318
,132.9万円,徒歩　10分,"11,000万円",専任 オーナーチェンジ,公開中,住友不動産ステップ（株）　東京湾岸マンションプラザ,439.4万円,82.77㎡,シティタワー品川,東京都港区港南４丁目,26階,山手線　品川,100136162931,中古マンション,二住,"14,752円",2008年（平成20年） 4月,3ＬＤＫ,050-3112-9844
,176.0万円,徒歩　4分,"13,000万円",専任,公開中,住友不動産ステップ（株）　白金高輪営業センター,581.8万円,73.87㎡,アクティブ六本木,東京都港区西麻布１丁目,3階,日比谷線　六本木,100137154033,中古マンション,一住,"31,680円",1977年（昭和52年） 7月,3ＤＫ,050-3112-9814
,247.6万円,徒歩　14分,"21,500万円",専任,公開中,（株）すむぞう,818.4万円,86.85㎡,ワールドシティタワーズアクアタワー,東京都港区港南４丁目,29階,山手線　品川,100137095384,中古マンション,二住,"17,620円",2005年（平成17年）10月,3ＬＤＫ,03-6712-7630
,150.3万円,徒歩　5分,"8,180万円",売主 オーナーチェンジ,-,（株）ジャパンプライムムーバ,496.9万円,54.43㎡,麻布狸穴ナショナルコート,東京都港区東麻布２丁目,5階,南北線　麻布十番,100135113442,中古マンション,近商,"14,400円",1976年（昭和51年） 3月,4ＤＫ,03-6809-5481
,261.2万円,徒歩　12分,"26,500万円",専任,公開中,野村不動産ソリューションズ（株）　三田センター,863.3万円,101.48㎡,芝浦アイランドケープタワー,東京都港区芝浦４丁目,22階,山手線　田町,100136296708,中古マンション,二住,"24,660円",2006年（平成18年）10月,3ＳＬＤＫ,03-5765-2236
,425.5万円,徒歩　11分,"41,800万円",一般,-,野村不動産ソリューションズ（株）　レアリア東京,"1,406.5万円",98.25㎡,プラウドタワー芝浦,東京都港区芝浦４丁目,32階,山手線　田町,100133036436,中古マンション,準工,"42,840円",2023年（令和 5年） 1月,3ＬＤＫ,03-5114-5973
,377.0万円,徒歩　5分,"42,500万円",一般,-,三井不動産リアルティ（株）三井のリアルプラン麻布サロン,"1,246.2万円",112.74㎡,クラッシィハウス高輪,東京都港区高輪１丁目,3階,南北線　白金高輪,100137131827,中古マンション,一住,"42,020円",2007年（平成19年） 8月,3ＬＤＫ,03-5789-3131
,265.4万円,徒歩　10分,"15,980万円",専任,公開中,（株）ことり不動産,877.1万円,60.23㎡,リストレジデンス芝浦,東京都港区芝浦４丁目,2階,山手線　田町,100137132404,中古マンション,準工,"19,450円",2014年（平成26年）10月,3ＬＤＫ,03-6313-3727
,823.3万円,徒歩　3分,"150,000万円",専任,申込あり,三井不動産リアルティ（株）三井のリアルプラン六本木サロン,"2,721.5万円",182.21㎡,パークコート青山ザタワー,東京都港区南青山２丁目,22階,銀座線　青山一丁目,100134550255,中古マンション,商業,"142,310円",2017年（平成29年）12月,3ＬＤＫ,03-6229-3731
,806.8万円,徒歩　5分,"70,000万円",一般,-,リストインターナショナルリアルティ（株）　東京オフィス,"2,666.9万円",86.77㎡,三田ガーデンヒルズ　ウエストヒル,東京都港区三田１丁目,3階,南北線　麻布十番,100137147633,中古マンション,二住,"71,750円",2024年（令和 6年）12月,3ＬＤＫ,080-8779-6113
,215.5万円,徒歩　15分,"23,480万円",代理,-,レガリア（株）,712.3万円,108.98㎡,ベイクレストタワー　レインボーブリッジビュー　４ＬＤＫ変更可能,東京都港区港南３丁目,12階,山手線　品川,100137129147,中古マンション,準工,"22,900円",2005年（平成17年） 8月,3ＬＤＫ,09055064568
,402.0万円,徒歩　6分,"34,998万円",売主,-,（株）アクロス・シティ,"1,328.7万円",87.08㎡,品川Ｖタワー,東京都港区港南２丁目,21階,山手線　品川,100137146904,中古マンション,商業,"28,600円",2003年（平成15年） 3月,3ＬＤＫ,090-2305-7264
,235.0万円,徒歩　3分,"39,900万円",売主,-,（株）ＬｏｇＳｕｉｔｅ,776.8万円,169.80㎡,ＴＨＥグリーンハウス白金台,東京都港区白金台１丁目,6階,南北線　白金台,100137146484,中古マンション,商業,"49,300円",1989年（平成 1年） 2月,3ＬＤＫ,03-6910-5322
,230.2万円,徒歩　14分,"21,000万円",専任 オーナーチェンジ,公開中,Ｃａｐｉｔａｌ　Ｄｉｒｅｃｔｉｏｎｓ（株）,760.7万円,91.26㎡,パークタワー品川ベイワード,東京都港区港南３丁目,,山手線　品川,100137145739,中古マンション,準工,"26,190円",2005年（平成17年）11月,3ＬＤＫ,03-6272-9978
,209.4万円,徒歩　5分,"37,000万円",専任 オーナーチェンジ,公開中,（株）ケン・コーポレーション　住宅営業部,692.1万円,176.75㎡,ホーマットキャピタル,東京都港区白金台１丁目,4階,都営三田線　白金台,100137145928,中古マンション,二住,"37,400円",1980年（昭和55年） 6月,3ＳＬＤＫ,03-5413-5601
,406.4万円,徒歩　7分,"34,800万円",専属,公開中,東急リバブル（株）　グランタクト六本木,"1,343.4万円",85.64㎡,ザ・パークハウス　三田ガーデン　レジデンス＆タワー,東京都港区三田５丁目,7階,南北線　白金高輪,100135978774,中古マンション,準工,"34,350円",2021年（令和 3年）10月,3ＬＤＫ,03-6843-1090
,510.6万円,徒歩　3分,"36,800万円",専任,公開中,野村不動産ソリューションズ（株）　麻布営業部,"1,687.8万円",72.08㎡,パークコート麻布十番三田ガーデン,東京都港区三田１丁目,6階,南北線　麻布十番,100136846954,中古マンション,近商,なし,2010年（平成22年） 5月,3ＬＤＫ,03-5444-2281
,534.6万円,徒歩　4分,"39,800万円",一般,-,野村不動産ソリューションズ（株）　レアリア東京,"1,767.3万円",74.45㎡,アトラス麻布十番,東京都港区三田１丁目,2階,南北線　麻布十番,100136997228,新築マンション,二住,"37,860円",2025年（令和 7年） 8月,3ＬＤＫ,03-5114-5974
,386.3万円,徒歩　3分,"29,800万円",一般,-,野村不動産ソリューションズ（株）　レアリア東京,"1,276.9万円",77.15㎡,アトラスタワー白金レジデンシャル,東京都港区白金１丁目,11階,南北線　白金高輪,100134774015,中古マンション,準工,"30,050円",2023年（令和 5年） 7月,3ＬＤＫ,03-5114-5974
,273.2万円,徒歩　5分,"34,000万円",専任,公開中,（株）イーグルエステイト,903.1万円,124.46㎡,トーカンマンション南青山,東京都港区南青山４丁目,2階,銀座線　表参道,300136411943,中古マンション,一中,"38,200円",1979年（昭和54年） 3月,3ＳＬＤＫ,075-748-1966
,284.8万円,徒歩　13分,"34,920万円",一般,-,（株）ＦＰＲ,941.5万円,122.62㎡,芝浦アイランドケープタワー,東京都港区芝浦４丁目,47階,山手線　田町,100137123739,中古マンション,二住,"29,800円",2006年（平成18年）10月,3ＬＤＫ,090-2415-1999
,795.7万円,徒歩　5分,"66,300万円",売主,-,（株）三木森,"2,630.2万円",83.33㎡,三田ガーデンヒルズ,東京都港区三田１丁目,2階,南北線　麻布十番,100136180877,新築マンション,二住,"71,750円",2025年（令和 7年） 3月,3ＬＤＫ,080-5536-8962
,321.1万円,徒歩　11分,"26,680万円",一般,-,（株）ＷＡＬＬＭＡＴＥ不動産　恵比寿支店,"1,061.5万円",83.09㎡,プラウドタワー芝浦,東京都港区芝浦４丁目,15階,山手線　田町,100136044888,中古マンション,準工,"36,230円",2023年（令和 5年） 1月,3ＬＤＫ,03-6303-4168
,324.6万円,徒歩　10分,"25,000万円",一般 オーナーチェンジ,-,ハウジング・ジャパン（株）,"1,072.8万円",77.04㎡,グローバルフロントタワー,東京都港区芝浦１丁目,17階,山手線　田町,100137143401,中古マンション,準工,確認中,2015年（平成27年） 9月,3ＬＤＫ,08090217766
