No,物件番号,物件種目,専有面積,所在地,取引態様,価格,用途地域,㎡単価,建物名,所在階,間取,取引状況,管理費,坪単価,沿線駅,交通,商号,築年月,電話番号
,100136991918,中古マンション,19.50㎡,東京都新宿区余丁町,専属 オーナーチェンジ,"2,350万円",近商,120.6万円,クレアシオン市ヶ谷西,12階,1Ｋ,公開中,"5,900円",398.4万円,都営新宿線　曙橋,徒歩　8分,（株）ＰＬＡＮＩＮＶＥＳＴ,2001年（平成13年） 6月,03-5623-1020
,100136950916,中古マンション,21.10㎡,東京都新宿区富久町,専任 オーナーチェンジ,"2,500万円",商業,118.5万円,ニューライフ新宿参番館,10階,1Ｋ,公開中,"9,000円",391.7万円,丸ノ内線　新宿御苑前,徒歩　6分,住友不動産ステップ（株）　自由が丘営業センター１課,1985年（昭和60年） 1月,050-3112-9834
,100134565526,中古マンション,20.90㎡,東京都新宿区高田馬場１丁目,専任 オーナーチェンジ,"2,550万円",商業,122.1万円,ソアブール高田馬場,4階,1Ｋ,公開中,"7,550円",403.4万円,山手線　高田馬場,徒歩　2分,（株）スリーアローズ,2002年（平成14年） 2月,03-6453-2700
,100136713502,中古マンション,22.43㎡,東京都新宿区四谷本塩町,専任 オーナーチェンジ,"3,130万円",商業,139.6万円,スカイコート四谷,10階,1Ｋ,公開中,"9,300円",461.4万円,有楽町線　市ケ谷,徒歩　6分,（株）ライフォ,2005年（平成17年） 5月,03-3518-9462
,100136982620,中古マンション,14.62㎡,東京都新宿区新宿７丁目,一般 オーナーチェンジ,"1,148万円",一中,78.6万円,日興パレス新宿パートＶ,2階,ワンルーム,-,"6,264円",259.6万円,副都心線　東新宿,徒歩　6分,（株）エイト　エイトホーム新宿店,1988年（昭和63年） 5月,03-3320-8017
,100136982219,中古マンション,25.56㎡,東京都新宿区西落合１丁目,専属 オーナーチェンジ,"3,290万円",近商,128.8万円,ディアレイシャス落合南長崎,6階,1Ｋ,公開中,"11,200円",425.6万円,大江戸線　落合南長崎,徒歩　6分,（株）トップトラスト,2018年（平成30年） 3月,07054504312
,100136982182,中古マンション,24.68㎡,東京都新宿区市谷薬王寺町,一般 オーナーチェンジ,"2,000万円",一住,81.1万円,ステージグランデ市谷薬王寺,1階,1Ｋ,-,"8,140円",267.9万円,大江戸線　牛込柳町,徒歩　5分,（株）明和管財,2001年（平成13年） 3月,03-6450-7755
,100136982034,中古マンション,18.22㎡,東京都新宿区歌舞伎町２丁目,専任,"2,080万円",商業,114.2万円,ライオンズプラザ新宿,,ワンルーム,公開中,"6,700円",377.4万円,山手線　新宿,徒歩　7分,美月リアルティ（株）,1983年（昭和58年） 7月,03-3780-7008
,100136980835,中古マンション,25.62㎡,東京都新宿区市谷本村町,専属 オーナーチェンジ,"3,500万円",商業,136.7万円,ＺＯＯＭ市谷本村町,6階,1Ｋ,公開中,"8,100円",451.7万円,南北線　市ケ谷,徒歩　6分,住友林業ホームサービス（株）　世田谷支店,2013年（平成25年） 2月,03-5779-6071
,100136978903,中古マンション,27.75㎡,東京都新宿区新宿２丁目,専属 オーナーチェンジ,"2,300万円",商業,82.9万円,第２２宮廷マンション,,ワンルーム,公開中,"5,900円",274.0万円,丸ノ内線　新宿御苑前,徒歩　2分,（株）セイ・コーポレーション,1980年（昭和55年） 1月,080-1227-6629
,100136967959,中古マンション,20.26㎡,東京都新宿区北新宿１丁目,専任 オーナーチェンジ,"1,870万円",一中,92.4万円,柏木ハイツ,7階,1Ｋ,公開中,"10,100円",305.2万円,総武中央線　大久保,徒歩　6分,（株）ランドネット横浜支店,1972年（昭和47年）10月,045-313-9034
,400136976645,中古マンション,12.58㎡,東京都新宿区上落合１丁目,売主 オーナーチェンジ,730万円,一住,58.1万円,メゾン・ド・シャルム,3階,ワンルーム,-,"5,000円",191.9万円,東西線　落合,徒歩　6分,（株）ランドネット　福岡支店,1980年（昭和55年）10月,092-734-6002
,400136976625,中古マンション,12.58㎡,東京都新宿区上落合１丁目,売主 オーナーチェンジ,710万円,一住,56.5万円,メゾン・ド・シャルム,2階,ワンルーム,-,"5,000円",186.6万円,東西線　落合,徒歩　6分,（株）ランドネット　福岡支店,1980年（昭和55年）10月,092-734-6002
,400136976623,中古マンション,12.58㎡,東京都新宿区上落合１丁目,売主 オーナーチェンジ,655万円,一住,52.1万円,メゾン・ド・シャルム,1階,ワンルーム,-,"5,000円",172.2万円,東西線　落合,徒歩　6分,（株）ランドネット　福岡支店,1980年（昭和55年）10月,092-734-6002
,100135958338,中古マンション,16.92㎡,東京都新宿区西新宿５丁目,代理 オーナーチェンジ,"1,280万円",近商,75.7万円,西新宿第二ダイヤモンドマンション　３パ,2階,1Ｋ,-,"5,000円",250.1万円,大江戸線　西新宿五丁目,徒歩　6分,（株）エステート・ワン,1982年（昭和57年） 4月,03-5826-4777
,100136882920,中古マンション,24.30㎡,東京都新宿区高田馬場３丁目,専任,"2,480万円",商業,102.1万円,サンパティオ高田馬場,3階,1Ｋ,公開中,"8,820円",337.4万円,山手線　高田馬場,徒歩　2分,（株）長谷工リアルエステート　池袋センター,1980年（昭和55年） 4月,03-5956-5502
,100136968345,中古マンション,26.01㎡,東京都新宿区北新宿３丁目,専任,"3,400万円",定めなし,130.8万円,ビバリーホームズ北新宿,1階,1Ｋ,公開中,"6,972円",432.2万円,総武中央線　大久保,徒歩　7分,（株）ラクサス,2010年（平成22年） 7月,03-6450-3027
,100136968219,中古マンション,22.59㎡,東京都新宿区北新宿４丁目,専属 オーナーチェンジ,"2,500万円",一住,110.7万円,アヴィニティー東中野,7階,1Ｋ,公開中,"10,000円",365.9万円,総武中央線　東中野,徒歩　6分,（株）ＮＡＸ,2004年（平成16年） 2月,08035928862
,100136967392,中古マンション,24.75㎡,東京都新宿区高田馬場１丁目,専属 オーナーチェンジ,"2,600万円",商業,105.1万円,早稲田永谷マンション,9階,1Ｋ,公開中,確認中,347.3万円,副都心線　西早稲田,徒歩　1分,信義房屋不動産（株）　六本木店,1973年（昭和48年）10月,03-5843-0108
,100136620909,中古マンション,15.11㎡,東京都新宿区西新宿３丁目,専属 オーナーチェンジ,"1,660万円",商業,109.9万円,西新宿ダイヤモンドパレス,13階,ワンルーム,公開中,"6,530円",363.2万円,大江戸線　新宿,徒歩　3分,野村不動産ソリューションズ（株）　荻窪営業部,1981年（昭和56年） 3月,03-5347-2801
,100136966775,中古マンション,20.00㎡,東京都新宿区下落合４丁目,一般 オーナーチェンジ,"2,230万円",近商,111.5万円,スカイコート高田馬場第６,4階,1Ｋ,-,"6,500円",368.6万円,西武新宿線　下落合,徒歩　2分,東急リバブル（株）　恵比寿センター,2003年（平成15年） 5月,03-5794-9109
,100136966115,中古マンション,27.72㎡,東京都新宿区高田馬場１丁目,専任 オーナーチェンジ,"4,380万円",一中,158.1万円,東急ドエル・アルス高田馬場諏訪の杜,3階,ワンルーム,公開中,"8,200円",522.4万円,山手線　高田馬場,徒歩　7分,三井住友トラスト不動産（株）　日本橋営業センター,2000年（平成12年） 8月,03-3242-3171
,100136359744,中古マンション,21.94㎡,東京都新宿区西新宿７丁目,専任 オーナーチェンジ,"3,300万円",商業,150.5万円,パレステュディオ新宿ＷＥＳＴ,5階,1Ｋ,公開中,"6,060円",497.3万円,大江戸線　新宿西口,徒歩　4分,ＳＲＥホールディングス（株）　新宿オフィス,2005年（平成17年）11月,03-6914-3602
,100133468283,中古マンション,25.52㎡,東京都新宿区大京町,専任,"5,000万円",一中,196.0万円,ハーモニーレジデンス新宿四谷,,1ＤＫ,公開中,"8,800円",647.7万円,丸ノ内線　四谷三丁目,徒歩　7分,住友不動産ステップ（株）　本社営業センター１課,2020年（令和 2年） 1月,050-3112-9914
,100133468282,中古マンション,25.52㎡,東京都新宿区大京町,専任 オーナーチェンジ,"5,000万円",一中,196.0万円,ハーモニーレジデンス新宿四谷,,1ＤＫ,公開中,"8,800円",647.7万円,丸ノ内線　四谷三丁目,徒歩　7分,住友不動産ステップ（株）　本社営業センター１課,2020年（令和 2年） 1月,050-3112-9914
,100136132210,中古マンション,15.00㎡,東京都新宿区北新宿１丁目,専属 オーナーチェンジ,"1,310万円",一中,87.4万円,日興パレセゾン新宿,3階,ワンルーム,公開中,"9,100円",288.8万円,総武中央線　大久保,徒歩　6分,（株）吉住ホーム　淀橋ｏｆｆｉｃｅ,1984年（昭和59年）11月,09084556567
,100136964019,中古マンション,22.11㎡,東京都新宿区早稲田町,専任 オーナーチェンジ,"3,000万円",商業,135.7万円,セジョリ早稲田Ⅱ,2階,1Ｋ,公開中,"8,000円",448.6万円,東西線　早稲田,徒歩　1分,（株）ケーコーポレーション,2010年（平成22年） 9月,0368651151
,100136491781,中古マンション,18.36㎡,東京都新宿区西五軒町,一般 オーナーチェンジ,"1,930万円",準工,105.2万円,サンセール神楽坂,1階,ワンルーム,-,"5,400円",347.6万円,有楽町線　江戸川橋,徒歩　6分,（株）ＦＧＨ,1992年（平成 4年） 2月,03-3234-0533
,100136962191,中古マンション,20.45㎡,東京都新宿区西新宿４丁目,売主 オーナーチェンジ,"1,799万円",商業,88.0万円,ライオンズマンション西新宿第５,2階,ワンルーム,-,"8,690円",290.9万円,大江戸線　西新宿五丁目,徒歩　4分,（株）ライオンハウス,1981年（昭和56年） 8月,03-6908-7268
,100136956144,中古マンション,19.24㎡,東京都新宿区中井１丁目,一般 オーナーチェンジ,"1,320万円",準住,68.7万円,ワコーレ中井,2階,1Ｋ,-,"11,450円",226.8万円,大江戸線　中井,徒歩　6分,アセット・コミュニティー（株）,1988年（昭和63年） 6月,080-3553-0099
,100136892288,中古マンション,20.79㎡,東京都新宿区下落合４丁目,専任 オーナーチェンジ,"2,600万円",準工,125.1万円,ブライズ高田馬場,,1Ｋ,公開中,"8,300円",413.5万円,山手線　高田馬場,徒歩　9分,（株）三石,2010年（平成22年） 1月,045-341-0155
,100135045976,中古マンション,25.94㎡,東京都新宿区北新宿４丁目,一般 オーナーチェンジ,"3,080万円",近商,118.8万円,シティハウス新宿柏木,2階,ワンルーム,-,"7,595円",392.6万円,総武中央線　大久保,徒歩　9分,住友不動産ステップ（株）　東京コンサルティング,2004年（平成16年） 4月,03-6400-3430
,100136798730,中古マンション,24.00㎡,東京都新宿区住吉町,売主,"2,398万円",商業,100.0万円,ウイン四ツ谷,9階,ワンルーム,-,"5,650円",330.4万円,都営新宿線　曙橋,徒歩　1分,麒麟（株）　池袋本部,1984年（昭和59年）10月,090-8512-8678
,100136953197,中古マンション,21.60㎡,東京都新宿区百人町２丁目,一般 オーナーチェンジ,"1,680万円",一住,77.8万円,コーポ鎧,2階,ワンルーム,-,"11,470円",257.2万円,山手線　新大久保,徒歩　4分,（株）リモラル,1978年（昭和53年） 5月,03-6205-5552
,100136163079,中古マンション,26.24㎡,東京都新宿区北新宿４丁目,一般 オーナーチェンジ,"2,980万円",近商,113.6万円,ストーク北新宿,2階,ワンルーム,-,"7,110円",375.5万円,総武中央線　大久保,徒歩　9分,住友不動産ステップ（株）　下北沢営業センター,1988年（昭和63年）12月,050-3112-9795
,100134477770,中古マンション,25.52㎡,東京都新宿区新小川町,専任 オーナーチェンジ,"3,550万円",準工,139.2万円,ＰＲＥＭＩＵＭ　ＣＵＢＥ　飯田橋,,1Ｋ,公開中,"7,910円",459.9万円,大江戸線　飯田橋,徒歩　5分,ウィズ・コネクション（株）,2015年（平成27年） 3月,070-3881-1351
,100136934985,中古マンション,19.80㎡,東京都新宿区西新宿５丁目,一般 オーナーチェンジ,"2,980万円",商業,150.6万円,グランド・ガーラ西新宿Ｗｅｓｔ,5階,1Ｋ,-,"7,300円",497.6万円,大江戸線　西新宿五丁目,徒歩　2分,住友不動産ステップ（株）　東京コンサルティング,2002年（平成14年） 3月,03-6400-3430
,100134612821,中古マンション,25.52㎡,東京都新宿区新宿６丁目,一般 オーナーチェンジ,"4,000万円",商業,156.8万円,プレールドゥーク東新宿３,9階,1Ｋ,-,"6,120円",518.2万円,大江戸線　若松河田,徒歩　6分,三菱地所ハウスネット（株）　荻窪営業所,2017年（平成29年） 1月,03-6276-9460
,100135435472,中古マンション,22.74㎡,東京都新宿区北新宿２丁目,専任 オーナーチェンジ,"1,380万円",一住,60.7万円,プレール中野坂上,2階,ワンルーム,公開中,"10,680円",200.7万円,丸ノ内線　中野坂上,徒歩　8分,野村不動産ソリューションズ（株）　本店営業部,1989年（平成 1年） 6月,03-3345-0386
,100136938937,中古マンション,24.20㎡,東京都新宿区四谷４丁目,一般,"2,180万円",商業,90.1万円,ロイヤルハイツ新宿御苑,,ワンルーム,-,"8,040円",297.8万円,丸ノ内線　新宿御苑前,徒歩　5分,（株）ＣＯＲＥ　ＰＲＩＤＥ’Ｓ,1984年（昭和59年） 9月,080-4733-4357
,100135806228,中古マンション,15.43㎡,東京都新宿区北新宿２丁目,売主 オーナーチェンジ,"1,290万円",一中,83.7万円,スカイコート新宿３パ,2階,ワンルーム,-,"6,600円",276.4万円,丸ノ内線　中野坂上,徒歩　6分,スイングホーム（株）,1983年（昭和58年）11月,03-6826-9968
,100129826581,中古マンション,14.62㎡,東京都新宿区新宿７丁目,一般 オーナーチェンジ,"1,148万円",一中,78.6万円,日興パレス新宿ＰＡＲＴ５,2階,ワンルーム,-,"7,830円",259.6万円,副都心線　東新宿,徒歩　6分,東急リバブル（株）　新宿センター,1988年（昭和63年） 5月,03-6876-0109
,100136935605,中古マンション,28.34㎡,東京都新宿区上落合１丁目,専任 オーナーチェンジ,"1,750万円",近商,61.8万円,サンパーナ上落合,1階,1ＤＫ,公開中,"10,040円",204.2万円,西武新宿線　下落合,徒歩　1分,トータルサジェスト（株）,1981年（昭和56年）12月,080-7249-4315
